comment,sentiment_vader,sentiment_textblob
aall bussinesses should leave ny all realtors builders if this can happen to him it can happen to all this is crazy and of course it will be apealed because no one was harmed banks were always paid back crazy,-0.8519,-0.39999999999999997
it is truly sad that such people like trump and his family cant freely rob america and have to be punished trump gave 10mill of donors money to ivanka trump to pay for her legal fees even though she owns 24 million mansion and billions of dollars that is ok russian daddy putin will pay for everything,0.1823,0.10000000000000002
dear trumps take your business out of new york and let them see how much income you bring them,0.3818,0.16818181818181818
i believe the judge is very suspicious i hear what comes around goes around,-0.4201,0.2
crap like this will be the us,-0.0258,-0.8
simply bs,0.0,0.0
make accountability great again folks,0.6249,0.8
just take a deep breath and consider this maybe all of the charges against trump arent a big witch hunt maybe theyre not all politically motivated maybe hes actually just a corrupt fraudster if you follow the facts thats where it will lead you i understand that its hard to accept it because your political identity is an important part of your selfimage i dont expect many of you to ever see the truth its sad that one man was able to con half of this great country,0.2744,0.05705128205128206
he paid the loans the banks have their own appraisals this is political theater,0.0,0.3
hes almost catching up to you guys there at fox everyone quit lying and people would quit being such fraudulent criminalswe wouldnt be watching all this stuff maybe its time for fox to turn the corner if you all did i might watch you guys again 1 day now youre gonna put ari on jesus help us,-0.5994,0.3
i would not pay them a dime i get the hell out of new york i hope new york gets so invaded by all the illegal migrants,-0.7188,-0.07575757575757576
even people who are not trump supporters can see the injustice of what is being done to him and therefore will vote in his favor biden and his family are criminals traitors and liars,-0.8887,0.0
lock him up already,0.0,0.0
hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america,0.8979,0.0994047619047619
she did her job she took down the criminal donald trump quit lying fox news if you didnt pay your taxes you would go to jail,-0.7582,-0.21851851851851853
this is his money you theives are trying to break him he has worked all his life i wouldnt pay what did he do what did his kids do its his shame on what their doing no matter who you are this is wrong,-0.7908,-0.5
just like the carroll case if he would learn to shut his mouth he would be paying a fraction of what is got charged with,0.1779,0.0
they tappin them pockets,0.0,0.0
i want to puke,-0.4767,0.0
they are doing this to bankrupt him he needs to appeal this immediately,-0.5574,0.0
the revenge tour is gonna be epic,-0.5267,0.1
trump can raise that much just by selling his used diapers to his braindead supporters,0.4404,0.2
how you like your investment now magas so much losing and it aint over yet buckle up buckaroos,-0.0972,0.2
he absolutely has my vote,0.0,0.2
like you told nato pay up donnie,0.2732,0.0
im curious if trump is going to pay his lawyers,0.2263,-0.1
thats a threat from whatever her name is,-0.5267,0.0
i like him cause hes a business man and hell run the country like a business,-0.1531,0.0
the world is laughing at the state of justice in america this kind of stuff is expected in 3 rd world dictatorships,0.765,0.25
he forgot the first law of holes lol,0.4215,0.525
corrupt judge and a fraudulent charge so obvious this will not stand in appeal this is just designed to interfere with the election and it is in itself a crime this judge needs to be impeached removed from the bench and sued for damages himself banana republic corruption,-0.8625,-0.25
and biden goes free for his illegal infractions is there any justice left,0.4767,-0.033333333333333326
its a witch hunt because they are scared,-0.6597,0.0
hell is coming to ny,-0.6808,0.0
even if he wins in court he still looses in the bank they will bleed him dry in legal fees and that may be the entire objective,0.5574,0.08666666666666667
continued women lying to take his money for the leftist this is wrong now property appraisal anything to stop trump not just trump but his whole family is attacked where are the constitutional rights and fair laws america is no longer the great country with corrupt officials vote out these haters of truth stand up for america,-0.5267,0.10833333333333332
boy you guys are pissing american people off cant make the money on your own so you have to steal from trump,-0.7096,0.3
hooooray time to pay mr billionaire good job by leticia james,0.3612,0.7
rapist trump must be the happiest person earth because he is sick of winning and now he always losing,-0.4939,-0.10714285714285715
folks in case you have not heard the cat is out of the bag obama the clintons comey brennan and all the rest are antiamerican communist pieces of sht demtards stop with all of your bullsht you see demtards we have this thing now its called the internet so now we know that you are all criminal lying pieces of stinking sht,-0.9081,-0.4
